,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
1221,ChitMonks,FinTech,Series A,650000.0,Hyderabad,Offers enterprise private platform for chit fund firms,2020.0,Pavan Adipuram,Unicorn India Ventures,
1222,Walrus,FinTech,Seed,0.0,Bengaluru,It provides banking solutions for teens and young adults,2020.0,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,Pre-Seed
1223,Arth Designbuild,Construction,Seed,1100000.0,Hyderebad,Construction technology and solutions provider,2020.0,Swapnil Sahu,"Startup-O, Eden Ventures",
1224,goDutch,FinTech,Seed,1700000.0,Mumbai,Group Payments platform,2020.0,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",Seed Round
1225,Rusk Media,Digital Media,Seed,0.0,Delhi,It creates video content,2020.0,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",
1226,Bold Care,Fitness,Seed,0.0,Mumbai,Digital platform that offers sexologist consultations for  men,2020.0,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",
1227,Samosa Party,Catering,Seed,0.0,Bengaluru,Provides quality Indian Snacks,2020.0,Amit Nanwani,Inflection Point Ventures,
1228,High Street Essentials,E-Commerce,Series C,2743000.0,Delhi,The parent company of women's fashion brands FabAlley and Indya,2020.0,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",
1229,Byju's,EdTech,Seed,0.0,Bengaluru,Provides online learning classes,2020.0,Byju Raveendran,BOND,
1230,Slice,FinTech,Series B,6082000.0,Bengaluru,A financial platform for youngsters,2020.0,Rajan Bajaj,Gunosy,
1231,Bombay Play,Gaming,Series A,1500000.0,Bengaluru,It designs and creates online multiplayer games,2020.0,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",
1232,Fullife,Healthcare,Seed,6609000.0,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up,2020.0,Varun Khanna,Amansa Capital,
1233,Oziva,Healthcare,Series A,5000000.0,Delhi,Clean Label Active Nutrition Brand,2020.0,"Aarti Gill, Mihir Gadani",Matrix Partners,
1234,Aye Finance,FinTech,Series E,27700000.0,Gurugram,A finance lender to SMEs,2020.0,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",
1235,Aether Biomedical,Healthcare,Seed,0.0,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",2020.0,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,
1236,91springboard,Human Resources,Seed,5940000.0,Delhi,It offers collaborative workspace with varied amenities,2020.0,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",
1237,Yulu,Mobile Phones,Seed,3964000.0,Delhi,The electric and scooter rental startup,2020.0,Amit Gupta,Rocketship,
1238,Milkbasket,Logistics,Seed,5500000.0,Gurugram,Hyperlocal delivery service startup,2020.0,Anant Goel,Inflection Point Ventures,
1239,MergerDomo,Advertising,Seed,197000.0,Noida,Global online corporate deal sourcing and consulting marketplace,2020.0,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",
1240,GoMechanic,Automotive,Series B,0.0,Delhi,Find automobile repair and maintenance service providers,2020.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,
1241,Milk Mantra,Catering,Seed,10000000.0,Odisha,Produces Dairy Products,2020.0,Srikumar Misra,US International Development Finance Corporation,
1242,Myglamm,Cosmetics,Seed,4327000.0,Mumbai,On-demand beauty services provider,2020.0,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",
1243,Drishti Technologies,AI,Series B,25000000.0,Bengaluru,"AI-based video analytics, data, and insights bring benefits to manufacturers",2020.0,Prasad Akella,Sozo Ventures,
1244,Instasolv,EdTech,Series A,2000000.0,Noida,It is a doubt-solving app for students from Class 6 to 12,2020.0,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,
1245,GoldenPi,FinTech,Seed,459000.0,Bengaluru,An online aggregator of bonds and debentures available in the secondary market,2020.0,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,
1246,Peppermint,AI,Seed,0.0,Delhi,Industrial robotics startup,2020.0,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",
1247,Sarva,Fitness,Seed,0.0,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020.0,Sarvesh Shashi,Shikhar Dhawan,
1248,Jai Kisan,FinTech,Series A,3937000.0,Mumbai,A platform that caters the need of customers in rural areas,2020.0,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",
1249,Agro2o,AgTech,Seed,0.0,Delhi,It develops products focused on making hydroponics-based farming,2020.0,Yash Vyas,Mumbai Angels Network,
1250,LetsTransport,IT,Seed,1313500.0,Bengaluru,Offers techno logistics solutions,2020.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,
1251,GabbarDeals,E-Commerce,Seed,0.0,Pune,Online-to-Offline platforms for mobile phones & accessories,2020.0,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,
1252,Crimson Healthcare,Healthcare,Seed,229800.0,Delhi,It innovates cutting edge solutions for various problems in the healthcare system,2020.0,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,
1253,Biomoneta,Healthcare,Seed,0.0,Bengaluru,It develops germicidal technologies,2020.0,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",
1254,Edvizo,EdTech,Seed,150000.0,Bengaluru,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",2020.0,Ravi Nishant,Inflection Point Ventures,
1255,Servify,SaaS,Series C,11370000.0,Mumbai,Operates device management and support platform,2020.0,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",
1256,Drum Food,Catering,Seed,5305000.0,Mumbai,It runs yoghurt brand Epigamia,2020.0,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",
1257,Innoviti,SaaS,Series C,0.0,Bengaluru,Digital payments solutions company,2020.0,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",
1258,Jiffy ai,AI,Series A,18000000.0,Delhi,Enterprise automation startup,2020.0,Babu Sivadasan,Nexus Venture Partners,
1259,Postman,IT,Series C,150000000.0,Delhi,API development platform startup,2020.0,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,
1260,F5,Business Development,Seed,0.0,Delhi,It provides opportunities for its partner vendors to upsell and cross-sell their products.,2020.0,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,
1261,Waycool,AgTech,Series C,5500000.0,Chennai,Food development and distribution services,2020.0,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,
1262,Myelin Foundry,AI,Seed,0.0,Delhi,"It builds AI based algorithms on video, voice and sensor",2020.0,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,
1263,Ameliorate Biotech,Environmental Consulting,Seed,264000.0,Bengaluru,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",2020.0,"Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",
1264,Hapramp,Blockchain,Seed,1000000.0,Gurugram,Startup working on technologies like blockchain and social media,2020.0,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,
1265,MyKaam,Human Resources,Seed,0.0,Bengaluru,Online job searching and recruiting platform,2020.0,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",
1266,HealthPlix,Healthcare,Series B,6000000.0,Bengaluru,It provides clinical software for doctors,2020.0,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",
1267,YoloBus,Transportation,Series A,3300000.0,Gurugram,Intercity bus service startup,2020.0,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,
1268,iNurture Education,EdTech,Seed,4000000.0,Delhi,"It provides a conducive and healthy teaching, learning environment",2020.0,Ashwin Ajila,Kimera Ltd,
1269,Pocket52,Gaming,Series A,1750000.0,Bengaluru,An online poker playing platform,2020.0,Nitesh Salvi,Gameskraft,
1270,QuaQua,Transportation,Seed,1000000.0,Hyderabad,Virtual travel guide platform,2020.0,"Purav Shah, Sandesh Reddy",Anthill Ventures,
1271,Crofarm,AgTech,Seed,1000000.0,Delhi,Supply chain that supports farmers and provides businesses with freshest produce,2020.0,"Prashant Jain, Varun Khurana",Smile group,
1272,Timios,Catering,Series A,0.0,Bengaluru,Provides healthy snacks for kids,2020.0,Aswani Chaitanya,Rangsons Technologies,
1273,Wooden Street,E-Commerce,Series A,3000000.0,Jaipur,It enables to order custom furniture online,2020.0,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,
1274,BankBazaar,FinTech,Series D,5967000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,
1275,Rentmojo,Facilities Support Services,Seed,2980000.0,Bengaluru,"Rental platform for furniture, appliances & electronics",2020.0,Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",
1276,Credgencies,AI,Seed,1440000.0,Delhi,Tech-enabled platform for resolution of non-performing assets,2020.0,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,
1277,Knorish,Saas,Series A,323000.0,Delhi,All-in-one knowledge commerce SaaS platform,2020.0,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,
1278,LetsTransport,IT,Seed,1326000.0,Bengaluru,Offers techno logistics solutions,2020.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,
1279,Vahak,Transportation,Seed,0.0,Delhi,It enables logistic companies to conncet with transporters,2020.0,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",
1280,Nutrova,Healthcare,Series A,0.0,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",2020.0,Akshay Pai,DSG Consumer Partners,
1281,Cube Wealth,SaaS,Seed,500000.0,Mumbai,A digital wealth management services,2020.0,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",
1282,IVF Access,Healthcare,Series A,5000000.0,Bengaluru,It provdes IVF treatments,2020.0,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,
1283,Hoi Foods,Catering,Series A,2000000.0,Delhi,Quality food solution,2020.0,Indrajeet Roy,Crowd Fund,
1284,Ola Financial Services,FinTech,Series A,27000000.0,Bengaluru,It operates Ola Money,2020.0,Bhavish Aggarwal,Matrix Partners,
1285,Awifs,Human Resources,Seed,5200000.0,Delhi,Provides office space solutions,2020.0,Amit Ramani,"Bisque Limited, Link Investment Trust.",
1286,Dunzo,Logistics,Seed,55000000.0,Bengaluru,India-based hyperlocal delivery startup,2020.0,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,
1287,Swiflearn,EdTech,Seed,0.0,Gurugram,Learning platform for K-10 students looking for personalised learning,2020.0,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",
1288,Remedo,Healthcare,Series A,0.0,Delhi,The platform connects doctors with patients,2020.0,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,
1289,Blowhorn,Logistics,Seed,0.0,Bengaluru,Tech platform that connects logistics service seekers with mini-truck drivers,2020.0,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,
1290,Toch,AI,Series A,1000000.0,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",2020.0,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",
1291,Gram Cover,Insurance,Series A,0.0,Noida,It provides insurance products in rural areas,2020.0,Jatin Singh,"EMVC, Flourish, Omidyar Network India",
1292,Coin DCX,Cryptocurrency,Seed,2500000.0,Mumbai,Hybrid crypto exchange platform,2020.0,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,
1293,HomeCapital,FinTech,Seed,0.0,Mumbai,Home Down Payment Assistance Program,2020.0,Lalit Menghani,Varanium NexGen Fund,
1294,Euler Motors,Automotive,Series A,2530000.0,Delhi,Startup focusses on electric vehicles,2020.0,Saurav Kumar,Inventus III India Fund,
1295,Riskcovry,Insurance,Series A,0.0,Mumbai,Offers various insurance products,2020.0,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",
1296,NWNT (No Worry No Tension Healthcare),Healthcare,Series A,0.0,Delhi,Mental healthtech startup,2020.0,Sandeep Vohra,Amit Burman,
1297,Voicezen,AI,Seed,0.0,Gurugram,Conversational AI startup,2020.0,Anurba Nath,Bharti Airtel,
1298,Leap Club,Unknown,Seed,340000.0,Gurugram,Community led professional network for women,2020.0,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",
1299,Credit Mantri,FinTech,Seed,792000.0,Chennai,Offers free credit score and a detailed credit analysis report,2020.0,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",
1300,Xtracap,FinTech,Seed,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",2020.0,Mohammed Riaz,Angel Investors,
1301,Tring,Media and Entertainment,Seed,0.0,Mumbai,Celebrity engagement platform,2020.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",
1302,Vakilsearch,Legal,Seed,0.0,Chennai,"Online platform for legal, tax and compliance services",2020.0,Hrishikesh Datar,Sujeet Kumar,
1303,Khatabook,FinTech,Series B,60000000.0,Bengaluru,It helps SMEs to maintain their accounts and ledger online.,2020.0,Ravish Naresh,B Capital Group,
1304,LendingKart,FinTech,Series D,11363000.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,2020.0,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",
1305,Illumnus,EdTech,Seed,100000.0,Delhi,Offers Collaborative learning management system for educational institutions,2020.0,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,
1306,LetsTransport,IT,Seed,1715000.0,Bengaluru,Offers techno logistics solutions,2020.0,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,
1307,Eggoz,AgTech,Seed,329000.0,Bihar,"Provides technology backed, deep integration services to egg farmers",2020.0,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",
1308,Winuall,EdTech,Seed,0.0,Bengaluru,It helps coaching institutes in digitization,2020.0,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",
1309,Indian School Finance Company,FinTech,Seed,5271000.0,Hyderabad,NBFC that provides funding to education system,2020.0,Seed,Gray Matters Capital,
1310,Juicy Chemistry,Unknown,Series A,650000.0,Delhi,It focuses on organic based skincare products,2020.0,Pritesh Asher,Akya Ventures,
1311,DeepTek,Healthcare,Seed,0.0,Pune,AI enabled radiology platform,2020.0,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,
1312,Stepathlon Lifestyle,Fitness,Seed,0.0,Mumbai,It organises corporate wellness programs,2020.0,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",
1313,Sindhuja Microcredit,FinTech,Seed,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,2020.0,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,
1314,Rentmojo,Facilities Support Services,Seed,3226000.0,Bengaluru,"Rental platform for furniture, appliances & electronics",2020.0,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",
1315,Tesco Charge Zone,Environmental Consulting,Seed,0.0,Gujarat,Operates electric vehicle charging zone,2020.0,Kartikey Hariyani,Mumbai Angels Network,
1316,Intello Labs,Logistics,Series A,5900000.0,Gurugram,Standardisation and Quality control of fruits & vegetables,2020.0,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,
1317,SirionLabs,SaaS,Series C,44000000.0,Gurugram,"Provides procurement, outsourcing services & contract management software",2020.0,Ajay Agrawal,"Tiger Global, Avatar Growth Capital",
1318,Magicpin,Unknown,Seed,3879000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",2020.0,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,
1319,GroCurv,E-Commerce,Seed,0.0,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020.0,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,
1320,Refrens,SaaS,Seed,1000000.0,Bengaluru,"Offers a free invoicing, payments and expense management system",2020.0,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",
1321,Shiprocket,IT,Series C,13000000.0,Delhi,Tech enabled logistics aggregator,2020.0,Saahil Goel,"Tribe Capital, Innoven Capital, BII",
1322,Spyne,AI,Series A,0.0,Gurugram,Helps online businesses with visual content,2020.0,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",
1323,Nykaa,E-Commerce,Seed,8800000.0,Mumbai,Deals in cosmetic and wellness products,2020.0,Falguni Nayar,Steadview capital,
1324,Docsapp,Healthcare,Seed,9500000.0,Bengaluru,Online doctor consultation app,2020.0,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",
1325,Phable,Healthcare,Series A,1000000.0,Delhi,"It creates an engagement loop between doctors, hospitals, and patients via its app",2020.0,"Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,
1326,Generic Aadhaar,Healthcare,Seed,0.0,Delhi,It provides a platform for entrepreneurs to access generic  medicine at low cost,2020.0,Arjun Deshpande,Ratan Tata,
1327,Nium,FinTech,Seed,0.0,Delhi,Open global money platform,2020.0,Prajit Nanu,"VisaVentures, BRI Ventures",
1328,Mintoak,FinTech,Series A,2000000.0,Mumbai,Merchant payment solutions startup,2020.0,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,
1329,VestSpace,Aerospace,Seed,10000000.0,Pune,It builds small satellite paltforms,2020.0,Arun Kumar Sureban,Next Capital,
1330,Blackbuck,Logistics,Seed,0.0,Bengaluru,Provides trucking services,2020.0,Rajesh Yabaji,Trifecta Venture,
1331,Vernacular ai,AI,Series A,5100000.0,Bengaluru,It offers Multiligual AI platform,2020.0,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",
1332,Clover,AgTech,Seed,920000.0,Bengaluru,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020.0,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,
1333,Varthana,FinTech,Series D,15000000.0,Bengaluru,Offers secured and unsecured loans,2020.0,Steve Hardgrave,ChrysCapital,
1334,Codeninja,SaaS,Seed,0.0,Bengaluru,AI-powered 'no-code' platform which can generate application development code,2020.0,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",
1335,MetaMerphoSys,Insurance,Series A,0.0,Pune,Digital insurance platform for businesses,2020.0,"Amit Naik, Kewal Vargante",Good Capital,
1336,Rooter,Gaming,Series A,1700000.0,Delhi,Live sports engagement platform,2020.0,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",
1337,Aker Foods,Logistics,Seed,0.0,Pune,Ai driven supply chain platform,2020.0,Suraj Saste,Mumbai Angels Network,
1338,Sascan Meditech pvt ltd,Healthcare,Seed,0.0,Kerala,They are developing technology that can detect early cancerous cells,2020.0,Dr Subhash Narayanan,Unicorn India Ventures,
1339,DailyHunt,Media and Entertainment,Seed,35600000.0,Delhi,News aggregator,2020.0,Virendra Gupta,Lupa India,
1340,Pratilipi,Media and Entertainment,Series C,9400000.0,Bengaluru,A digital platform that connects readers and writers in various languages,2020.0,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,
1341,Biryani By Kilo,Catering,Series B,790000.0,Delhi,Online paltform to order biryani,2020.0,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",
1342,Consure Medical,Healthcare,Seed,480000.0,Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders",2020.0,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",
1343,Servify,Unknown,Seed,250000.0,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,2020.0,Sreevathsa Prabhakar,Barkawi,
1344,Tessol,Logistics,Series A,160000.0,Mumbai,It provides end to end cold chain logistics solutions,2020.0,Rajat Gupta,1Funds Domestic Scheme,
1345,Remedo,Healthcare,Series A,0.0,Noida,"It helps doctors engage with patients, improve patient experience",2020.0,Harsh Bansal,RiverRock Ventures,
1346,News Reach,Media and Entertainment,Seed,0.0,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2020.0,Darshan Shah,Mumbai Angels Network,
1347,RoomSoom,Real Estate,Seed,0.0,Noida,It provides co-living and student rooms,2020.0,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,
1348,Pedagogy,EdTech,Seed,400000.0,Delhi,It has a single subscription model that allows users to access books and digital courses.,2020.0,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,
1349,Classplus,EdTech,Series B,8200000.0,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",2020.0,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,
1350,Medlife,Healthcare,Seed,15500000.0,Bengaluru,It solves inadequacies in the healthcare delivery system through technology,2020.0,"Tushar Kumar, Prashant Singh",Hero Fincorp,
1351,Qin1,EdTech,Seed,0.0,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,2020.0,"Ishan Gupta, Aarti Gupta",Venture Catalysts,
1352,MYSUN,IT,Series A,4257000.0,Delhi,Platform for rooftop solar energy solutions,2020.0,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,
1353,ShopX,E-Commerce,Seed,1410000.0,Bengaluru,B2B retail operating system,2020.0,"Amit Sharma, Apoorva Jois",Li and Fung,
1354,Sarva,Fitness,Seed,0.0,Delhi,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020.0,Sarvesh Shashi,"Mantra Capital, Patni Family",
1355,Expertrons,AI,Seed,0.0,Mumbai,AI video bot platform for career hacks,2020.0,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",
1356,NewsBytes,Digital Media,Series A,1500000.0,Gurugram,News portal,2020.0,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,
1357,Wagonfly,Unknown,Seed,500000.0,Bengaluru,Contactless shopping and delivery experience by using radio frequency to tag retail items,2020.0,Raghavendra Prasad,Investment Trust of India,
1358,NIRA,FinTech,Series A,2100000.0,Delhi,It offers access and credit to working Indians,2020.0,"Rohit Sen, Nupur Gupta",Angel investors,
1359,Convosight,ERP,Series A,4000000.0,Hyderabad,It helps business gain insights from its community on Facebook groups,2020.0,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",
1360,Fittr,Fitness,Seed,2000000.0,Pune,Fitness Social Network & Consultation Platform,2020.0,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",
1361,AsknBid,Finance,Seed,0.0,Bengaluru,It builds algorithmic investing-based tech products,2020.0,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,
1362,Bira91,Catering,Series C,20000000.0,Bengaluru,Craft beer maker,2020.0,Ankur Jain,"Sequoia Capital, Sofina",
1363,Finaureus Technologies,FinTech,Series A,0.0,Pune,Provides investment management solutions,2020.0,"Arindam Ghosh, U R Bhatt",Pinetree Capital,
1364,Daily Ninja,E-Commerce,Seed,349800.0,Haryana,Online Milk Delivery startup,2020.0,Sagar Yarnalkar,Big Basket,
1365,Guvi Geek Network Pvt Ltd,EdTech,Series A,786000.0,Chennai,Operates vernacular-language based education,2020.0,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,
1366,LoadShare,Logistics,Series B,2004000.0,Bengaluru,Provides technology based solutions to SMEs in logistics,2020.0,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,
1367,Vedantu,EdTech,Series C,6800000.0,Bengaluru,Onine learning platform,2020.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,
1368,Indusface,IT,Seed,5000000.0,Delhi,It provides IT security solutions,2020.0,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,
1369,DMI Group,Financial Services,Seed,123000000.0,Delhi,Pan-India Credit providing platform,2020.0,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,
1370,Spintly,IoT,Series A,248000.0,Goa,It is a wireless cloud-based access control system,2020.0,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,
1371,Credr,Automotive,Seed,0.0,Mumbai,A marketplace to buy and sell used bikes and scooters,2020.0,Mittal,Stride Ventures,
1372,Bijak,AgTech,Series A,12000000.0,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020.0,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,
1373,Bugworks,Healthcare,Seed,7500000.0,Bengaluru,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020.0,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",
1374,DrinkPrime,Unknown,Seed,0.0,Bengaluru,Water purifier subscription service,2020.0,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",
1375,Yap,FinTech,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,2020.0,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,
1376,UzhavarBumi,Catering,Seed,0.0,Tamil Nadu,Provides fresh dairy products,2020.0,"Vetrivel Palani, Paneerselvam",Angel Network,
1377,Tattva,Fitness,Seed,150000.0,Delhi,Sells its organic and beauty products via marketplace,2020.0,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",
1378,Pariksha,EdTech,Series A,0.0,Pune,Platform for vernacular test-preparation,2020.0,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",
1379,DailyHunt,Media and Entertainment,Seed,24000000.0,Delhi,News aggregator,2020.0,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",
